web-scraper-order,web-scraper-start-url,cat,cat-href,title,title-href,info
"1520657617-618","http://www.cookbooks.com/","Quick and Easy","http://www.cookbooks.com/recipes-search.aspx?id=1&strSearch=Quick%20Easy","4. ""QUICK AND EASY"" CHICKEN AND DUMPLINGS","http://www.cookbooks.com/Recipe-Details.aspx?id=342659","<p class=""H2""><font size=""5"">""QUICK AND EASY"" CHICKEN AND DUMPLINGS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">4  c. chicken broth<br>11  oz. chicken, cooked and cubed<br>4 1/2  Tbsp. self-rising flour<br>6  (6-inch) flour tortillas<br>1  c. skim milk<br>  poultry seasoning, if desired<br>  thyme, if desired<br>  parsley, if desired<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Rub flour on both sides of tortillas, using all of flour.  Cut into 1 1/2-inch pieces.  Bring broth and seasonings to a rolling boil.  Drop tortillas in broth.  Reduce heat and simmer, covered, for 20 minutes.  Stir in cooked chicken and milk until heated. Let stand off heat for 5 to 10 minutes, covered.</p><p class=""H1"">      Optional:  Can add vegetables: carrots, peas, etc.</p></td></tr></tbody></table>"
"1520657575-599","http://www.cookbooks.com/","Healthy","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Healthy&strSearch=Healthy%20Lite","8. ""LITE"" CARAWAY SWISS CHICKEN","http://www.cookbooks.com/Recipe-Details.aspx?id=427911","<p class=""H2""><font size=""5"">""LITE"" CARAWAY SWISS CHICKEN</font><br><span class=""H2""><font size=""4""><i>(Serves 4)  </i></font></span><br></p><table width=""100%"" border=""0"" cellspacing=""2"" cellpending=""5""><tbody><tr><td valign=""top""><p class=""H2""><img src=""images-new/recipe-categories/chicken-spinach.jpg"" alt=""&quot;LITE&quot; CARAWAY SWISS CHICKEN"" border=""0"" width=""200""></p></td><td valign=""middle""><p class=""H1""></p></td></tr></tbody></table><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 (10 oz.)  pkg. frozen spinach (I use 2)<br>  nonstick spray coating<br>4  boned skinless chicken breasts<br>3/4  c. skim milk (or 1% or 2%)<br>2  tsp. cornstarch<br>1 1/2  tsp. instant chicken bouillon<br>1/4  tsp. caraway seed<br>1/8  tsp. pepper<br>2  oz. process Swiss cheese, torn into pieces<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In frying pan, use spray or a little oil to brown chicken. Turn down heat and simmer in its own juice until done (45 minutes to 1 hour).  Add a little water to pan if chicken gets dry cooking.  As chicken simmers, cook spinach; drain well.  Also make sauce.  (You can double sauce recipe if you want to have sauce to pour over rice or noodles as part of menu.)  Combine and whisk milk, cornstarch, bouillon, caraway seed and pepper until smooth. Cook and stir on medium heat until thickened and bubbly.  Add cheese and blend until melted.  Carefully watch because sauce may burn, so adjust heat lower if needed.  Use serving platter and arrange spinach on platter.  Place chicken on top and spoon sauce over chicken.  Slices of lemon added on each side makes a colorful presentation.  Good for when company comes.</p></td></tr></tbody></table>"
"1520657430-535","http://www.cookbooks.com/","*Member Recipes","http://www.cookbooks.com/recipes-search.aspx?tag=Member","1. Spicy Cheese Dip","http://www.cookbooks.com/Recipe-Details.aspx?id=1086436","<p class=""H2""><font size=""5"">Spicy Cheese Dip</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><table width=""100%"" border=""0"" cellspacing=""2"" cellpending=""5""><tbody><tr><td valign=""top""><p class=""H2""><img src=""images-new/recipe-categories/recipe-1086436.jpg"" alt=""Spicy Cheese Dip"" border=""0"" width=""200""></p></td><td valign=""middle""><p class=""H1"">Cuisine: American<br></p></td></tr></tbody></table><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">  16oz cheddar cheese<br>1  large jalapeno <br>  
season salt<br>2  fresh garlic cloves <br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">melt cheese in small pot. add finely chopped jalapenos, and sprinkle some season salt and finely chopped garlic. *Serve w/ favorite chips.</p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">notes</span><br><p class=""H1""></p><div style=""display:none"">wer54w66sf32re2</div><p></p></td></tr></tbody></table>"
"1520657199-432","http://www.cookbooks.com/","Fish","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Fish","4. FISH STUFFED WITH SEAFOOD","http://www.cookbooks.com/Recipe-Details.aspx?id=354","<p class=""H2""><font size=""5"">FISH STUFFED WITH SEAFOOD</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 (6 oz.)  pkg. frozen crabmeat and shrimp<br>1  c. sliced fresh mushrooms<br>1/4  c. frozen sliced green onions<br>1/2  tsp. bottled minced garlic or 1/8 tsp. garlic powder<br>2  Tbsp. water<br>1/4  tsp. salt<br>1/3  tsp. chili powder<br>1/8  tsp. pepper<br>1/4  c. herb-seasoned stuffing mix<br>1  (1 1/2 to 2 lb.) fresh dressed redfish or red snapper<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Run cool water over crabmeat and shrimp and place in colander until thawed.  Drain well.  Chop and set aside.  Preheat oven to 350°.  In an uncovered medium saucepan, cook the mushrooms, onions and garlic in water until vegetables are tender, stirring frequently.  Remove from heat and stir in seafood, salt, chili powder and pepper.  Finally stir in stuffing mix.</p><p class=""H1"">      To Stuff Fish:  Fill cavity with stuffing, lightly patting to flatten evenly.  Put remaining stuffing in covered custard cup and bake for the last 10 minutes.  Tie or skewer fish closed.  Place stuffed fish in a Pam-sprayed baking pan.  Cover loosely with foil and bake for 40 to 45 minutes or until fish flakes easily with fork.  Serves 5 or 6.</p><p class=""H1"">      Per Serving:  266 Calories, 5 g. Fat, 93 mg.  Cholesterol and 575 mg.  Sodium.</p></td></tr></tbody></table>"
"1520656956-323","http://www.cookbooks.com/","Beverages","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Beverages&strSearch=drink%20punch%20slush%20tea","8. SLUSH DRINK","http://www.cookbooks.com/Recipe-Details.aspx?id=17584","<p class=""H2""><font size=""5"">SLUSH DRINK</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  c. sugar<br>9  c. water<br>1  pkg. strawberry Kool Aid<br>2 (10 oz.)  pkg. frozen strawberries<br>1  (12 oz.) frozen orange juice<br>2  c. vodka<br>  Ginger ale or 7-Up<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Add blender mixture and vodka to Kool-aid mixture.  Put in freezer-safe containers and freeze.  When ready to serve, scoop slush into a glass and add ginger ale or 7-Up.</p></td></tr></tbody></table>"
"1520657009-346","http://www.cookbooks.com/","Nuts","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=nut","15. BANANA-NUT CAKE","http://www.cookbooks.com/Recipe-Details.aspx?id=1814","<p class=""H2""><font size=""5"">BANANA-NUT CAKE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2 1/3  c. all-purpose flour<br>1 2/3  c. sugar<br>1 1/4  c. mashed bananas<br>2/3  c. shortening<br>3  eggs<br>1 1/4  tsp. baking soda<br>1  tsp. salt<br>2/3  c. finely chopped nuts<br>2/3  c. buttermilk<br>1 1/4  tsp. baking powder<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Preheat oven to 350°.  Grease and flour oblong pan, 13 x 9 x 2-inches, or two 9-inch or three 8-inch round layer pans.  Beat all ingredients in a large mixing bowl at low speed for 30 seconds, scraping the bowl constantly.  Beat on high speed for 3 minutes, scraping the bowl occasionally.  Pour into pans.  Bake until a wooden pick inserted in the center comes out clean (about 45 to 50 minutes for oblong, 35 to 40 minutes for layers).  Cool.  Frost with Vanilla Butter Frosting, if desired.</p></td></tr></tbody></table><p class=""H3""><strong>Vanilla Butter Frosting:</strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3  c. powdered sugar<br>1 1/2  tsp. vanilla<br>1/3  c. butter<br>2  Tbsp. milk (roughly)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Mix the powdered sugar and butter.  Stir in the vanilla and milk; beat until frosting is smooth and of spreading consistency.</p></td></tr></tbody></table>"
"1520657212-437","http://www.cookbooks.com/","Chicken","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=chicken","14. CHICKEN DIANE","http://www.cookbooks.com/Recipe-Details.aspx?id=588","<p class=""H2""><font size=""5"">CHICKEN DIANE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  Tbsp. plus 2 tsp. margarine, divided<br>1 1/4  lb. skinned and boned chicken breasts<br>1/2  c. minced onion<br>1/4  c. chopped fresh parsley<br>2  Tbsp. plus 2 tsp. each:  steak sauce and dry sherry<br>2  tsp. each:  Worcestershire sauce and Dijon-style mustard<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In 12-inch nonstick skillet, heat half of the margarine over medium heat until bubbly and hot.  Add chicken and cook, turning frequently, until lightly browned on all sides and, when pierced with a fork, juices run clear.  Remove chicken to a plate and keep warm.  In same skillet, heat remaining margarine until bubbly and hot; add onion and sauté until translucent, 1 to 1 1/2 minutes. Reduce heat and add remaining ingredients, except chicken.  Cook, stirring occasionally, until heated through.  Return chicken to skillet and turn to coat with sauce.  Makes 4 servings.  Serve with hot rice and green salad.</p></td></tr></tbody></table>"
"1520656946-318","http://www.cookbooks.com/","Beverages","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Beverages&strSearch=drink%20punch%20slush%20tea","13. ICE TEA DRINK","http://www.cookbooks.com/Recipe-Details.aspx?id=495729","<p class=""H2""><font size=""5"">ICE TEA DRINK</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">6  small tea bags<br>4  c. boiling water<br>10  c. cold water<br>1 (6 oz.)  can frozen orange juice<br>1 (6 oz.)  can frozen lemonade<br>  sugar (sweeten to taste)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Put tea bags in boiling water.  After a few minutes remove tea bags.  Add water, orange juice, lemonade and sugar.  The tea looks cloudy due to the orange juice and lemonade.  Makes 4 quarts.</p></td></tr></tbody></table>"
"1520657239-450","http://www.cookbooks.com/","Chicken","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=chicken","1. CHICKEN AND VEGETABLE NOODLE SOUP","http://www.cookbooks.com/Recipe-Details.aspx?id=318","<p class=""H2""><font size=""5"">CHICKEN AND VEGETABLE NOODLE SOUP</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><table width=""100%"" border=""0"" cellspacing=""2"" cellpending=""5""><tbody><tr><td valign=""top""><p class=""H2""><img src=""images-new/recipe-categories/chicken-vegetable-noodle-soup.jpg"" alt=""CHICKEN AND VEGETABLE NOODLE SOUP"" border=""0"" width=""200""></p></td><td valign=""middle""><p class=""H1""></p></td></tr></tbody></table><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">8  c. water<br>2  lb. meaty chicken pieces, skinned (breasts, thighs and/or drumsticks)<br>2  Tbsp. instant chicken bouillon granules<br>1  tsp. marjoram, crushed<br>1/2  tsp. pepper<br>1  clove garlic, halved<br>1 (10 oz.)  pkg. frozen succotash<br>1  c. chopped onion<br>1/2  c. chopped green or sweet red pepper<br>3  oz. medium or wide noodles (1 1/2 c.)<br>1/4  c. snipped parsley<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In a 4 to 6-quart Dutch oven, combine water, chicken, bouillon, marjoram, pepper and garlic and bring to a boil.  Reduce heat, cover and simmer 1 hour or until chicken is tender.  Remove chicken; cool.  Debone chicken and cut into bite-size pieces; set aside.  Strain broth and return broth to pan.  Skim off fat from broth.  Add vegetables and noodles and return to boiling.  Simmer 10 minutes or until noodles are done.  Stir in parsley and chicken. Heat through.  Serves 6.</p><p class=""H1"">      Per Serving:  176 Calories, 5 g. Fat, 48 mg.  Cholesterol and 437 mg.  Sodium.</p></td></tr></tbody></table>"
"1520657326-488","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","8. CARROT AND ONION PUFF","http://www.cookbooks.com/Recipe-Details.aspx?id=364","<p class=""H2""><font size=""5"">CARROT AND ONION PUFF</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  c. chopped onion<br>1  c. shredded carrots<br>1  clove garlic, minced<br>2  Tbsp. water<br>1 1/2  c. skim milk<br>1/2  c. oat bran<br>2  Tbsp. snipped fresh parsley<br>1/2  tsp. salt<br>1/8  tsp. each: pepper and ground nutmeg<br>1  c. shredded Cheddar or Monterey Jack cheese<br>4  egg whites<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Bring to boiling the onion, carrots, garlic and water in a saucepan.  Reduce heat, cover and simmer about 10 minutes or until vegetables are tender (stir occasionally).  Do not drain.  Stir in milk, oat bran, parsley, salt, pepper and nutmeg.  Over medium-high heat, bring to boiling; cook and stir 2 minutes.  Remove from heat. Stir in cheese until melted.  Cool slightly.  In large mixer bowl beat egg whites until stiff peaks form.  Fold into vegetable mixture.  Pour into an ungreased 1 1/2-quart souffle dish and bake for 50 minutes in a 325° oven.  Top should be brown and a knife inserted near the center should come out clean.  Serve immediately. Makes 4 servings.</p><p class=""H1"">      Per Serving:  218 Calories, 10 g. Fat, 31 mg.  Cholesterol and 551 mg.  Sodium.</p></td></tr></tbody></table>"
"1520657172-420","http://www.cookbooks.com/","Pizza","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=pizza","1. CHOCOLATE CHIP ""PIZZA"" COOKIE","http://www.cookbooks.com/Recipe-Details.aspx?id=28","<p class=""H2""><font size=""5"">CHOCOLATE CHIP ""PIZZA"" COOKIE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  c. butter or margarine<br>1  c. brown sugar<br>1  tsp. vanilla<br>2  c. flour<br>1/8  tsp. salt<br>1/2  c. chocolate chips<br>1/2  c. nuts<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Beat butter and sugar until fluffy; add vanilla.  Stir flour, salt, chocolate chips and nuts into beaten mixture.  Press into pizza pan.  Bake at 350° about 20 minutes, or until lightly browned.  Cool 15 or 20 minutes.  Turn out onto large tea towel.</p><p class=""H1"">      When completely cool, turn onto cardboard or the back of the pizza pan and decorate with tubes of frosting.  These turn out like the special occasion cookies available from bakeries.  Can be cut or broken into pieces to eat.</p></td></tr></tbody></table>"
"1520657032-357","http://www.cookbooks.com/","Nuts","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=nut","4. JEWISH NUT COOKIES","http://www.cookbooks.com/Recipe-Details.aspx?id=174","<p class=""H2""><font size=""5"">JEWISH NUT COOKIES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  c. oleo<br>1 1/4  c. sugar<br>3  eggs<br>3  tsp. cocoa<br>1  c. flour<br>  pinch of salt<br>1  c. nuts<br>1  can Eagle Brand sweetened condensed milk<br>2  c. coconut<br>1  can Pillsbury chocolate fudge icing<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cream oleo, sugar and eggs.  Add flour, cocoa, salt and nuts. Spread on greased 11 x 15-inch pan.  Bake at 350° for 20 minutes. While still hot, add Eagle Brand condensed milk over top and smooth out.  Put coconut on top and bake additional 15 minutes at 350°. Cool completely and ice with Pillsbury chocolate fudge icing.</p></td></tr></tbody></table>"
"1520657634-625","http://www.cookbooks.com/","Appetizers","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Appetizer&strSearch=appetizer%20wing%20dig","12. HONEY APPETIZER WINGS","http://www.cookbooks.com/Recipe-Details.aspx?id=1036524","<p class=""H2""><font size=""5"">HONEY APPETIZER WINGS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3  lb. chicken wings<br>  salt and pepper<br>1  c. honey<br>1/2  c. soy sauce<br>2  Tbsp. vegetable oil<br>2  Tbsp. catsup<br>1/2  clove chopped garlic<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cut off and discard chicken wing tips.  Cut each wing into 2 parts and sprinkle with salt and pepper.  Combine remaining ingredients and mix well.  Place wings in slow cooker and pour sauce over.  Cook all day on low setting.  Or, preheat oven to 375°, place wings in shallow casserole, pour sauce over and bake until chicken is well done and sauce is caramelized about 1 hour.</p></td></tr></tbody></table>"
"1520657057-368","http://www.cookbooks.com/","Dips","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=dips","8. SPINACH DIP","http://www.cookbooks.com/Recipe-Details.aspx?id=557","<p class=""H2""><font size=""5"">SPINACH DIP</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  c. chopped fresh spinach<br>1  c. low-fat cottage cheese<br>1/2  c. chopped green onions<br>1/2  c. lite mayonnaise<br>1  Tbsp. reduced sodium soy sauce<br>1  clove garlic, minced<br>  sweet red pepper strips<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine first 6 ingredients in electric blender.  Process until smooth.  Cover and chill.  Garnish with red pepper strips.  Serve with raw vegetables.  Yields 1 2/3 cups.</p></td></tr></tbody></table>"
"1520657447-542","http://www.cookbooks.com/","Cake","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Cake","9. CHOCOLATE FUDGE PUDDING CAKE","http://www.cookbooks.com/Recipe-Details.aspx?id=16","<p class=""H1"">Could NOT Open Recipe Page Due To:</p>Conversion from type 'DBNull' to type 'String' is not valid."
"1520657571-597","http://www.cookbooks.com/","Healthy","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Healthy&strSearch=Healthy%20Lite","10. ""LITE"" CHILI","http://www.cookbooks.com/Recipe-Details.aspx?id=710773","<p class=""H2""><font size=""5"">""LITE"" CHILI</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><table width=""100%"" border=""0"" cellspacing=""2"" cellpending=""5""><tbody><tr><td valign=""top""><p class=""H2""><img src=""images-new/recipe-categories/chili.jpg"" alt=""&quot;LITE&quot; CHILI"" border=""0"" width=""200""></p></td><td valign=""middle""><p class=""H1""></p></td></tr></tbody></table><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">24  oz. pinto beans, cooked *<br>1  c. tomato sauce<br>1/2 to 1  c. sliced mushrooms<br>4  c. whole tomatoes<br>12  oz. ground turkey meat, cooked<br>1  c. onion, chopped<br>2 to 4  Tbsp. chili powder or more to taste<br>1  tsp. cumin powder<br>1/4  tsp. minced garlic<br>1/4  tsp. black pepper<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      In crock-pot, layer in pot in order given in recipe.  Cook 2 hours on high.  Stir.  Cook 6 more hours on low heat.  On range/stove top, simmer all for 3 to 5 hours.</p><p class=""H1"">      *Prego pinto beans have no sugar.</p></td></tr></tbody></table>"
"1520657189-427","http://www.cookbooks.com/","Fish","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=Fish","9. FISH-VEGETABLE CHOWDER","http://www.cookbooks.com/Recipe-Details.aspx?id=867","<p class=""H2""><font size=""5"">FISH-VEGETABLE CHOWDER</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  c. carrots<br>2  c. potatoes<br>1/2  c. onion<br>1  c. celery<br>1/4  c. butter<br>1/4  c. flour<br>2  qt. milk<br>1/2  lb. grated process cheese<br>  pinch of marjoram<br>1  can green beans<br>8  oz. fish, cooked<br>3/4  tsp. salt<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cube, cook and drain carrots, potatoes, onion and celery. Blend together the butter and flour.  Make a thin sauce by adding butter mixture to milk and bringing to a boil.  Remove from heat. Stir in cheese and add marjoram.  Add vegetables and fish.  Season to taste.  Reheat.  Makes 1 gallon of soup.</p></td></tr></tbody></table>"
"1520657613-616","http://www.cookbooks.com/","Quick and Easy","http://www.cookbooks.com/recipes-search.aspx?id=1&strSearch=Quick%20Easy","6. ""QUICK AND EASY"" FLAME CHARRED STEAK","http://www.cookbooks.com/Recipe-Details.aspx?id=2299","<p class=""H1"">Could NOT Open Recipe Page Due To:</p>Conversion from type 'DBNull' to type 'String' is not valid."
"1520657034-358","http://www.cookbooks.com/","Nuts","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=nut","3. HAWAIIAN MACADAMIA NUT COOKIES","http://www.cookbooks.com/Recipe-Details.aspx?id=165","<p class=""H2""><font size=""5"">HAWAIIAN MACADAMIA NUT COOKIES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1/2  c. sugar<br>1/2  c. brown sugar (packed)<br>1/2  c. butter (softened)<br>1  egg<br>1  tsp. vanilla<br>1 1/2  c. flour<br>1/2  tsp. baking soda<br>1/2  tsp. salt<br>4 to 6  oz. can Macadamia nuts, chopped<br>1  (12 oz.) bag white chocolate chips<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Preheat oven to 375°.  Mix sugars, butter or shortening, egg, and vanilla until creamy.  Mix in remaining ingredients.  Drop dough by teaspoon on ungreased cookie sheet.  Bake 8 to 10 minutes, until light brown.  Do not overcook.  Cool slightly before removing from cookie sheet.  Makes 3 dozen.</p></td></tr></tbody></table>"
"1520657506-568","http://www.cookbooks.com/","Grilling","http://www.cookbooks.com/recipes-search.aspx?id=1&tag=grill","11. ROAST ON THE GRILL","http://www.cookbooks.com/Recipe-Details.aspx?id=1400","<p class=""H2""><font size=""5"">ROAST ON THE GRILL</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">  chuck roast<br>  meat tenderizer<br>  Worcestershire sauce<br>1/2  c. ketchup or A.1.<br>1/2  c. vegetable oil<br>1/2  c. wine vinegar with garlic<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Pierce chuck roast; cover with meat tenderizer and pepper well. Mix marinade of vegetable oil, ketchup, vinegar with garlic and a few shakes of Worcestershire sauce.  Cover roast and marinate at least 12 hours.  Grill and baste with marinade.  Roast has better texture when room temperature before grilling.</p></td></tr></tbody></table>"
