web-scraper-order,web-scraper-start-url,veg,veg-href,page,page-href,title,title-href,info
"1520704294-322","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","20","http://www.cookbooks.com/recipes-search.aspx?page=20","288. BROCCOLI SALAD","http://www.cookbooks.com/Recipe-Details.aspx?id=4833","<p class=""H2""><font size=""5"">BROCCOLI SALAD</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2 medium  bunches broccoli (bite size)<br>1  c. raisins, dried cherries or cranraisins<br>1  c. sunflower seeds or chopped pecans<br>1  c. chopped red onion<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Mix together in 9 x 13 dish.  Refrigerate.</p></td></tr></tbody></table><p class=""H3""><strong>Dressing:</strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1/4  c. vinegar<br>1/2  c. sugar<br>1  c. mayonnaise (not Miracle Whip)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Mix well.  Add to salad 1 hour before serving.</p></td></tr></tbody></table>"
"1520704406-371","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","16","http://www.cookbooks.com/recipes-search.aspx?page=16","239. MARINATED MUSHROOMS","http://www.cookbooks.com/Recipe-Details.aspx?id=3255","<p class=""H2""><font size=""5"">MARINATED MUSHROOMS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2 2/3  c. salad oil of choice<br>1 1/3  c. cider vinegar<br>1 1/3  c. water<br>1 1/2  tsp. onion (dried), minced<br>1/3  tsp. garlic (dried), minced<br>1 1/3  tsp. salt<br>1  Tbsp. oregano (ground)<br>1/4  tsp. black pepper<br>3  lb. mushrooms (fresh)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine oil, vinegar, water, onion, garlic salt, oregano and black pepper.  Bring to boil; lower heat and simmer 5 minutes. Place clean fresh mushrooms in large stainless steel container or gallon jar.  Pour hot mixture over; cover tightly.  Let stand 2 days; drain.  Reserve marinade.</p></td></tr></tbody></table>"
"1520704493-394","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","15","http://www.cookbooks.com/recipes-search.aspx?page=15","215. SPAGHETTI SQUASH","http://www.cookbooks.com/Recipe-Details.aspx?id=2600","<p class=""H2""><font size=""5"">SPAGHETTI SQUASH</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  large spaghetti squash<br>2  lb. hamburger<br>2  medium onions<br>  dash of salt and pepper<br>  dash of garlic salt<br>1  Tbsp. chili powder<br>  dash of sugar<br>1 large  can tomato sauce<br>1  c. Mozzarella cheese<br>1  c. Swiss cheese<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Boil squash 20 to 30 minutes.  Remove from pan and cut in half. Take out seeds and let cool.  Scoop out spaghetti.  Brown hamburger, onions, salt, pepper, garlic salt, chili powder and sugar; drain.  Add tomato sauce and simmer for 1 hour.  In large casserole dish, arrange layers of spaghetti, meat and cheese.  Bake at 350° until cheese melts.</p></td></tr></tbody></table>"
"1520704756-511","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","7","http://www.cookbooks.com/recipes-search.aspx?page=7","98. ITALIAN MUSHROOM GRILL","http://www.cookbooks.com/Recipe-Details.aspx?id=1480","<p class=""H2""><font size=""5"">ITALIAN MUSHROOM GRILL</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">12  oz. fresh mushrooms<br>1  c. Italian salad dressing<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine mushrooms and salad dressing in a small bowl and toss to coat.  Let stand 10 minutes.  Thread mushrooms on skewers and place 6 inches above hot coals.  Grill 5 minutes or until tender, turning often and brushing with remaining salad dressing.  Makes 6 servings.</p></td></tr></tbody></table>"
"1520704687-480","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","9","http://www.cookbooks.com/recipes-search.aspx?page=9","129. YAMS AND APPLES","http://www.cookbooks.com/Recipe-Details.aspx?id=1689","<p class=""H2""><font size=""5"">YAMS AND APPLES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">6  to 8 yams<br>5  to 6 Pippin or Golden Delicious apples<br>1/2  c. sugar<br>1  c. water<br>1/4  c. margarine<br>1 1/2  Tbsp. cornstarch<br>1/2  tsp. salt<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Boil yams until barely tender (whole or cut widthwise in big pieces).  Peel.  Cool.  Slice and alternate yams and peeled apple rings in margarined casserole dish.  Boil together:  sugar, water, margarine, cornstarch and salt until it begins to thicken.  Pour over yams and apples and bake, covered, at 350° for 1 hour.  Serves 8 to 10.</p></td></tr></tbody></table>"
"1520704330-338","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","19","http://www.cookbooks.com/recipes-search.aspx?page=19","272. ORIENTAL COLE SLAW","http://www.cookbooks.com/Recipe-Details.aspx?id=4499","<p class=""H2""><font size=""5"">ORIENTAL COLE SLAW</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1 (16 oz.)  pkg. preshredded cole slaw<br>1 (3 oz.)  pkg. Ramen noodles (chicken or oriental flavor)<br>1/2  c. slivered toasted almonds or sunflower seeds<br>1/2  c. salad oil<br>1/3  c. vinegar<br>1  Tbsp. sugar<br>1/8  tsp. pepper<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine cole slaw with uncooked noodles (reserve seasoning package) and almonds. Cover and chill. Combine oil, vinegar, sugar, pepper and seasoning. Shake or stir well. Cover and chill. Mix together prior to serving.</p></td></tr></tbody></table>"
"1520704299-324","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","20","http://www.cookbooks.com/recipes-search.aspx?page=20","286. ORIENTAL COLE SLAW","http://www.cookbooks.com/Recipe-Details.aspx?id=4825","<p class=""H2""><font size=""5"">ORIENTAL COLE SLAW</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">4  c. chopped cabbage (very fine)<br>1  pkg. chicken Ramen noodles<br>1  c. sunflower kernels<br>3  Tbsp. sugar<br>3  Tbsp. rice vinegar<br>1  c. vegetable oil<br>  seasoning (from pkg. Ramen noodles)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Mix cabbage, Ramen noodles and sunflower kernels in bowl.  In a small bowl, add together sugar, rice vinegar, oil and seasoning packet from Ramen noodles.  Mix very well and add to slaw mixture. Best the first day.  Pretty good the second day.  Getting old the third day.</p></td></tr></tbody></table>"
"1520704543-416","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","13","http://www.cookbooks.com/recipes-search.aspx?page=13","193. RUSSIAN SCALLOPED POTATOES","http://www.cookbooks.com/Recipe-Details.aspx?id=2578","<p class=""H2""><font size=""5"">RUSSIAN SCALLOPED POTATOES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  small onions, chopped<br>4  Tbsp. butter or margarine<br>1  Tbsp. flour<br>1/2  c. consomme<br>1/2  c. sour cream<br>1  tsp. Worcestershire sauce<br>2  drops Tabasco sauce<br>1 (16 oz.)  can white potatoes<br>2  c. ham, cut into thin strips<br>2  small dill pickles<br>  grated Parmesan cheese<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Simmer the onions in half the butter until soft, but not brown. Add the flour; cook 5 minutes, then add consomme, sour cream, Worcestershire sauce and Tabasco sauce.  Continue cooking 10 minutes longer over low heat.  Slice potatoes thin and sauté in remaining butter about 5 minutes.</p><p class=""H1"">      Trim fat from ham and cut ham into strips about 1 x 1/2-inches. Peel the pickles and slice very thin.  Mix all ingredients with the onion sauce carefully, using a fork.  Place all together in a 9 x 9-inch baking dish.  Sprinkle with Parmesan cheese and bake at 350° for about 20 minutes to one-half hour.  Good with cucumber salad and pumpernickel bread.</p></td></tr></tbody></table>"
"1520704833-545","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","5","http://www.cookbooks.com/recipes-search.aspx?page=5","64. SWEET POTATOES","http://www.cookbooks.com/Recipe-Details.aspx?id=1155","<p class=""H2""><font size=""5"">SWEET POTATOES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2  c. sliced sweet potatoes, cooked<br>  brown sugar substitute to equal 3 lb. brown sugar<br>1/4  tsp. salt<br>1/4  tsp. cinnamon<br>1/4  tsp. nutmeg<br>3  Tbsp. reduced calorie margarine<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Arrange potatoes in nonstick casserole dish.  Combine sugar, salt and spices.  Sprinkle over potatoes and dot with margarine. Bake at 350° for 10 to 15 minutes.</p></td></tr></tbody></table>"
"1520704737-503","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","8","http://www.cookbooks.com/recipes-search.aspx?page=8","106. CORN-ON-THE-COB ITALIANO","http://www.cookbooks.com/Recipe-Details.aspx?id=1488","<p class=""H2""><font size=""5"">CORN-ON-THE-COB ITALIANO</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">4  ears corn-on-the-cob, unhusked<br>1/2  c. squeeze Parkay margarine<br>1/2  tsp. dried oregano leaves, crushed<br>1/2  tsp. garlic or onion salt<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Pull back corn husks; remove silk.  Drizzle each ear of corn with 1 tablespoon margarine.  Sprinkle with seasonings; replace husks.  Place on open grill over hot coals (coals will be glowing). Grill 30 minutes or until tender, turning occasionally.  Serve with remaining margarine.  Serves 4.</p></td></tr></tbody></table>"
"1520704800-531","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","6","http://www.cookbooks.com/recipes-search.aspx?page=6","78. GREENS","http://www.cookbooks.com/Recipe-Details.aspx?id=1326","<p class=""H2""><font size=""5"">GREENS</font><br><span class=""H2""><font size=""4""><i>(Collard*/Turnip/Mustard)  </i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3 to 4  bunches greens<br>1/2  onion, sliced<br>1  Tbsp. cooking oil<br>1/4  tsp. garlic powder<br>  pinch of crushed red pepper<br>2  to 3 garlic cloves, diced<br>1/2  bell pepper, sliced (optional)<br>1/2  Tbsp. honey<br>  vegie-sal to your taste<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      You will also need a pot with lid.</p><p class=""H1"">      First, pick greens and wash approximately 4 to 5 washings.  If insects are present, add salt to at least two washings.  The salt helps detach the insects from the leaves.  In pot, heat oil and add garlic, onions and bell pepper.  Saut over medium heat for approximately 3 to 4 minutes.  Add approximately 1 cup of water and dry seasonings except red pepper.  Bring to boil.  Leave greens whole to retain most of the nutrients.  Add honey and then greens to pot.  Cover pot with lid.  Cook greens over medium heat for about 30 to 40 minutes.  Add water if needed to prevent scorching.</p><p class=""H1"">      After greens have cooked about 25 minutes, add crushed red pepper.  Serve with sliced tomatoes and onions.</p><p class=""H1"">      *Collard greens take a little longer to cook than turnip and mustard greens.</p></td></tr></tbody></table>"
"1520704767-516","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","7","http://www.cookbooks.com/recipes-search.aspx?page=7","93. CHEESY EGGPLANT GRILL","http://www.cookbooks.com/Recipe-Details.aspx?id=1475","<p class=""H2""><font size=""5"">CHEESY EGGPLANT GRILL</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  slice eggplant, 1/2-inch thick<br>1  slice onion<br>1  slice tomato<br>  salt, pepper and oregano to taste<br>1  slice Mozzarella cheese<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Layer all ingredients, starting with eggplant and ending with Mozzarella.  Place in foil.  Make a ball of foil and close loosely on top, so it does not stick to cheese.  Bake on barbecue, lid down for 10 minutes.</p></td></tr></tbody></table>"
"1520704677-475","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","9","http://www.cookbooks.com/recipes-search.aspx?page=9","134. SOUR CREAM SPANISH RICE","http://www.cookbooks.com/Recipe-Details.aspx?id=1948","<p class=""H2""><font size=""5"">SOUR CREAM SPANISH RICE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">3  c. rice, cooked<br>  salt and pepper to taste<br>3  c. sour cream<br>2 (4 oz.)  cans diced green chilies<br>1  can pitted ripe olives<br>1/2  lb. Monterey Jack cheese<br>1  c. grated Cheddar cheese<br>  paprika (for garnish)<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Mix sour cream, green chilies and 1 cup of the olives, sliced. Place a layer of the rice in a buttered 2-quart casserole, then a layer of sour cream mixture and a layer of cheese strips from the Monterey Jack.  Repeat.  Top layer must be rice.  Bake 25 minutes in 350° oven.  Cover top with grated Cheddar cheese.  Sprinkle with paprika and dot with whole pitted ripe olives.  Bake another 5 minutes or until cheese melts.  Serves 8.</p></td></tr></tbody></table>"
"1520704892-570","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","3","http://www.cookbooks.com/recipes-search.aspx?page=3","39. ORIENTAL SOUP","http://www.cookbooks.com/Recipe-Details.aspx?id=969","<p class=""H2""><font size=""5"">ORIENTAL SOUP</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">5  chicken bouillon cubes<br>4  c. boiling water<br>1  c. fresh spinach leaves or watercress leaves<br>1/2  c. (small can) water chestnuts, drained and sliced<br>1  c. bean sprouts, drained<br>  soy sauce to taste<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Dissolve bouillon cubes in water and simmer spinach or watercress just until tender.  Add remaining ingredients and simmer 2 more minutes.  Serves 5 generously.</p></td></tr></tbody></table>"
"1520704572-429","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","12","http://www.cookbooks.com/recipes-search.aspx?page=12","180. GOLDEN ONION RINGS","http://www.cookbooks.com/Recipe-Details.aspx?id=2338","<p class=""H2""><font size=""5"">GOLDEN ONION RINGS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">6  medium bernids or white onions<br>1  c. plus 2 Tbsp. flour (self-rising or all-purpose)<br>1/2  tsp. salt<br>1  slightly beaten egg<br>1  c. milk<br>2  Tbsp. salad oil<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Cut onions into 1/4-inch thick slices; separate into rings. Beat together rest of ingredients until flour is well moistened, then coat onion rings with batter.  Fry a few at a time in deep hot fat or oil at 375°, stirring once to separate rings.  When onions are golden, drain on paper towel.  Just before serving, sprinkle with salt.</p></td></tr></tbody></table>"
"1520704487-391","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","15","http://www.cookbooks.com/recipes-search.aspx?page=15","218. GLAZED CARROTS AND GRAPES","http://www.cookbooks.com/Recipe-Details.aspx?id=2603","<p class=""H2""><font size=""5"">GLAZED CARROTS AND GRAPES</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  lb. fresh carrots<br>1/4  tsp. salt<br>2  Tbsp. white sugar<br>4  Tbsp. butter<br>6  Tbsp. brown sugar<br>  juice of 1 orange<br>3  Tbsp. Grand Marnier liqueur<br>1  c. blue or green seedless grapes<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Scrape  carrots  and  cut  into 1-inch slices.  Boil in water with salt and white sugar about 25 minutes until tender; drain off  liquid.  Melt  butter in saucepan with brown sugar and orange  juice.  Add Grand Marnier.  When mixture bubbles, add carrots and grapes.  Do not overcook.</p></td></tr></tbody></table>"
"1520704674-474","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","9","http://www.cookbooks.com/recipes-search.aspx?page=9","135. CALABAZA CON ELOTE","http://www.cookbooks.com/Recipe-Details.aspx?id=1949","<p class=""H2""><font size=""5"">CALABAZA CON ELOTE</font><br><span class=""H2""><font size=""4""><i>(Squash and Corn)  </i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">1  Tbsp. oil<br>1  large onion, finely chopped<br>2  chopped tomatoes<br>1/2  tsp. garlic powder<br>1/2  tsp. salt<br>1/4  tsp. pepper<br>1/4 to 1/2  tsp. ground cumin<br>2 1/2  c. zucchini, sliced thick<br>10  oz. pkg. corn<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      To make Sofrito Sauce:  Sauté in oil the onion, tomatoes, garlic, salt, pepper and cumin.</p><p class=""H1"">      Stir-fry zucchini and corn.  Combine Sofrito Sauce, vegetables and 1/2 cup water.  Simmer for about 15 minutes or until squash is tender.</p></td></tr></tbody></table>"
"1520704819-539","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","5","http://www.cookbooks.com/recipes-search.aspx?page=5","70. OKRA-TOMATO CASSEROLE","http://www.cookbooks.com/Recipe-Details.aspx?id=1161","<p class=""H2""><font size=""5"">OKRA-TOMATO CASSEROLE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">6  c. sliced tender okra<br>3  medium fresh tomatoes, chopped<br>1/2  c. chopped onion<br>1/2  c. chopped green pepper<br>1/2  tsp. salt<br>1/4  tsp. pepper<br>1  Tbsp. dry butter substitute<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Place layers of okra, tomatoes, onion, green pepper, salt and pepper in nonstick 2 1/2-quart casserole.  Repeat layers.  Top with dry butter substitute.  Bake at 350° for 1 hour.</p></td></tr></tbody></table>"
"1520704746-506","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","7","http://www.cookbooks.com/recipes-search.aspx?page=7","103. PINEAPPLE ON THE GRILL","http://www.cookbooks.com/Recipe-Details.aspx?id=1485","<p class=""H2""><font size=""5"">PINEAPPLE ON THE GRILL</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">4  slices fresh pineapple<br>1/4  c. apricot preserves<br>  shredded coconut<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Place each pineapple slice on an 8-inch square of heavy-duty foil.  Fill centers with 1 tablespoon preserves and coconut; fold into tight package.  Heat on a preheated grill at low position for 10 minutes or until preserves have melted over pineapple.  Makes 4 servings.</p></td></tr></tbody></table>"
"1520704472-384","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","15","http://www.cookbooks.com/recipes-search.aspx?page=15","225. GREEN BEAN CASSEROLE","http://www.cookbooks.com/Recipe-Details.aspx?id=2797","<p class=""H2""><font size=""5"">GREEN BEAN CASSEROLE</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">2 (1 lb.)  cans cut green beans, drained<br>3/4  c. milk<br>1 (10 3/4 oz.)  can condensed cream of mushroom soup<br>1/8  tsp. Durkee ground black pepper<br>1 (2.8 oz.)  can Durkee French fried onions<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Combine beans, milk, soup, pepper and 1/2 can of French fried onions; pour into a 1 1/2-quart casserole.  Bake, uncovered, at 350° for 30 minutes.  Top with remaining onions and bake 5 minutes longer.  Makes 6 servings.</p></td></tr></tbody></table>"
"1520704777-520","http://www.cookbooks.com/","Vegetable","http://www.cookbooks.com/recipes-search.aspx?cid=1004&tag=Vegetable","6","http://www.cookbooks.com/recipes-search.aspx?page=6","89. GRILLED CARROTS","http://www.cookbooks.com/Recipe-Details.aspx?id=1471","<p class=""H2""><font size=""5"">GRILLED CARROTS</font><br><span class=""H2""><font size=""4""><i></i></font></span><br></p><hr><p class=""H3""><strong></strong></p><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">ingredients</span><br><p class=""H1"">6  medium carrots<br>1  Tbsp. dehydrated onion flakes<br>1/2  tsp. garlic salt<br>  black pepper to taste<br>1/4  c. soy sauce<br>1/4  c. water<br>2  Tbsp. wine vinegar<br></p></td></tr></tbody></table><table width=""100%"" border=""1px"" cellspacing=""0"" cellpadding=""10""><tbody><tr><td><span class=""H2"">preparation</span><br><p class=""H1"">      Place carrots on a large double layer of aluminum foil; fold up sides to form a container.  Sprinkle carrots with onion flakes, garlic salt and pepper.  Combine all remaining ingredients in a small jar or measuring cup; pour over carrots.  Wrap foil tightly around carrots to make a packet.  Marinate 2 hours, turning occasionally.  Remove carrots from foil; place on hinged grill or on a rack 4 inches from source of heat.  Grill 45 minutes or until carrots are tender.  Makes 6 servings.</p></td></tr></tbody></table>"
